N,120,43,43,13
N,121,49,34,39
N,122,67,46,17
N,123,55,16,5
N,124,10,4,49
N,125,67,16,13
N,126,55,49,17
N,127,52,7,49
N,128,4,25,41
N,129,91,7,3
N,130,94,37,1
N,131,67,10,1
N,132,49,25,9
N,133,94,16,3
N,134,67,19,49
N,135,67,4,5
N,136,4,25,11
N,137,25,28,5
N,138,88,46,3
N,139,94,10,1
N,140,64,16,45
N,141,73,7,21
N,142,22,28,11
N,143,40,22,43
N,144,31,28,9
N,145,85,16,27
N,146,28,25,17
N,147,37,40,5
N,148,91,49,29
N,149,97,34,47
N,150,10,46,29
N,151,25,22,49
N,152,73,4,37
N,153,94,40,7
N,154,79,10,5
N,155,10,28,21
N,156,70,4,37
N,157,13,16,3
N,158,64,7,19
N,159,82,4,47
N,160,16,25,41
N,161,34,10,17
N,162,94,19,11
N,163,79,13,11
N,164,37,25,21
N,165,52,43,7
N,166,88,7,7
N,167,94,13,47
N,168,70,40,1
N,169,88,28,5
N,170,70,4,39
N,171,4,40,45
N,172,55,25,33
N,173,46,28,23
N,174,88,7,21
N,175,49,16,49
N,176,67,4,31
N,177,46,4,31
N,178,73,16,41
N,179,67,31,41
N,180,34,16,11
N,181,88,19,43
N,182,91,37,41
N,183,70,7,49
N,184,94,16,21
N,185,25,46,27
N,186,82,37,49
N,187,43,37,9
N,188,43,43,49
N,189,7,4,9
N,190,16,49,41
N,191,16,13,39
N,192,79,16,5
N,193,37,22,29
N,194,25,4,25
N,195,46,49,1
N,196,94,31,9
N,197,85,25,15
N,198,19,49,29
N,199,64,49,19
N,200,70,34,21
N,201,82,46,25
N,202,70,22,31
N,203,79,31,25
N,204,43,22,37
N,205,73,4,45
N,206,10,7,9
N,207,64,31,13
N,208,73,13,47
N,209,7,37,37
N,210,10,7,37
N,211,79,13,23
N,212,85,37,43
N,213,49,10,33
N,214,37,4,19
N,215,28,13,5
N,216,46,13,29
N,217,7,43,27
N,218,73,43,11
N,219,61,31,21
N,220,55,22,31
N,221,49,7,35
N,222,73,25,17
N,223,64,7,11
N,224,82,7,31
N,225,43,4,13
N,226,85,43,47
N,227,31,13,33
N,228,94,31,27
N,229,52,40,1
N,230,85,43,27
N,231,91,13,27
N,232,91,13,27
N,233,82,10,41
N,234,22,31,25
N,235,88,40,27
N,236,7,34,47
N,237,85,19,19
N,238,79,7,17
N,239,16,25,21
N,240,16,28,41
N,241,55,34,13
N,242,7,25,15
N,243,52,43,19
N,244,64,19,13
N,245,10,34,5
N,246,16,37,27
N,247,58,7,43
N,248,73,43,3
N,249,70,40,31
N,250,67,37,19
N,251,40,49,29
N,252,10,22,5
N,253,43,37,5
N,254,76,37,33
N,255,94,37,3
N,256,55,16,49
N,257,22,31,29
N,258,19,19,49
N,259,4,25,27
N,260,91,28,17
N,261,28,19,7
N,262,79,7,45
N,263,13,16,15
N,264,46,34,45
N,265,19,34,45
N,266,25,16,37
N,267,70,16,1
N,268,4,40,19
N,269,25,13,45
N,270,34,7,23
N,271,52,37,39
N,272,16,25,21
N,273,64,46,47
N,274,10,28,19
N,275,58,43,47
N,276,52,49,35
N,277,28,49,9
N,278,70,34,35
N,279,79,40,27
N,280,67,16,13
N,281,22,43,31
N,282,43,31,43
N,283,67,16,29
N,284,19,28,23
N,285,25,40,23
N,286,37,37,25
N,287,70,13,35
N,288,67,10,43
N,289,76,28,37
N,290,49,10,47
N,291,91,25,17
N,292,76,13,35
N,293,22,22,29
N,294,37,25,9
N,295,34,46,41
N,296,55,37,39
N,297,52,19,5
N,298,13,31,9
N,299,64,7,21
N,300,82,4,45
N,301,67,31,31
N,302,19,13,17
N,303,52,43,27
N,304,13,40,11
N,305,43,28,25
N,306,31,7,27
N,307,22,16,1
N,308,70,13,41
N,309,55,37,5
N,310,61,16,15
N,311,7,16,49
N,312,64,49,13
N,313,76,28,31
N,314,88,7,47
N,315,31,37,29
N,316,70,46,19
N,317,61,28,3
N,318,31,25,41
N,319,10,10,37
N,320,34,37,39
N,321,88,16,43
N,322,64,46,9
N,323,16,7,23
N,324,58,7,17
N,325,34,46,35
N,326,7,46,43
N,327,79,46,31
N,328,7,40,49
N,329,76,22,31
N,330,31,37,33
N,331,49,25,45
N,332,82,37,19
N,333,34,19,25
N,334,34,19,31
N,335,37,19,47
N,336,4,19,39
N,337,76,28,15
N,338,91,7,23
N,339,61,16,5
N,340,91,28,45
N,341,37,22,37
N,342,88,37,19
N,343,76,37,1
N,344,43,4,17
N,345,37,10,15
N,346,34,49,45
N,347,13,28,49
N,348,25,40,13
N,349,16,40,41
N,350,64,13,29
N,351,16,13,43
N,352,34,40,33
N,353,40,49,43
N,354,79,49,39
N,355,67,37,41
N,356,7,10,33
N,357,43,31,41
N,358,58,46,45
N,359,19,7,15
N,360,79,31,37
N,361,94,13,43
N,362,70,34,11
N,363,85,4,9
N,364,88,25,21
N,365,43,10,43
N,366,16,13,11
N,367,79,4,5
N,368,85,49,3
N,369,76,10,37
N,370,10,7,1
N,371,55,40,47
N,372,31,34,35
N,373,70,19,27
N,374,16,37,41
N,375,4,28,1
N,376,49,46,5
N,377,52,43,21
N,378,55,13,29
N,379,46,13,41
N,380,19,16,13
N,381,67,31,7
N,382,31,10,49
N,383,34,4,37
N,384,55,46,47
N,385,85,49,19
N,386,64,10,5
N,387,22,43,33
N,388,76,34,29
N,389,76,19,9
N,390,85,13,3
N,391,73,28,29
N,392,70,25,15
N,393,43,22,33
N,394,88,13,5
N,395,73,7,27
N,396,34,19,17
N,397,10,4,1
N,398,46,19,39
N,399,97,46,27
N,400,79,16,33
N,401,25,43,41
N,402,19,37,43
N,403,61,10,43
N,404,34,19,33
N,405,94,49,23
N,406,4,10,37
N,407,43,22,7
N,408,34,49,9
N,409,79,25,45
N,410,61,37,23
N,411,97,37,5
N,412,88,28,33
N,413,52,40,13
N,414,85,49,47
N,415,61,43,31
N,416,70,4,19
N,417,22,28,43
N,418,82,49,49
N,419,58,22,37
N,420,4,10,25
N,421,64,49,49
N,422,49,25,43
N,423,16,10,33
N,424,67,46,21
N,425,40,7,15
N,426,34,13,21
N,427,46,40,41
N,428,37,46,37
N,429,55,40,5
N,430,46,13,19
N,431,46,46,33
N,432,85,16,3
N,433,94,49,41
N,434,7,49,7
N,435,49,31,11
N,436,40,4,39
N,437,25,19,23
N,438,70,7,47
N,439,79,10,13
N,440,34,25,21
N,441,19,10,5
N,442,55,31,5
N,443,88,4,17
N,444,52,22,49
N,445,7,25,39
N,446,10,43,43
N,447,7,28,43
N,448,67,46,43
N,449,7,40,11
N,450,73,46,9
N,451,43,40,3
N,452,34,4,19
N,453,49,25,15
N,454,22,28,15
N,455,70,10,49
N,456,67,7,15
N,457,22,46,9
N,458,82,49,29
N,459,76,43,41
N,460,49,37,33
N,461,43,34,43
N,462,19,10,1
N,463,46,31,13
N,464,43,22,49
N,465,67,49,43
N,466,22,31,1
N,467,85,7,7
N,468,25,28,37
N,469,91,25,47
N,470,4,10,13
N,471,37,4,21
N,472,79,40,49
N,473,19,25,39
N,474,22,25,43
N,475,19,34,19
N,476,25,28,23
N,477,22,19,1
N,478,64,13,47
N,479,76,40,23
N,480,82,31,17
N,481,88,22,47
N,482,97,31,7
N,483,67,13,37
N,484,40,31,23
N,485,55,49,41
N,486,76,28,11
N,487,52,40,47
N,488,52,10,43
N,489,88,4,5
N,490,16,28,3
N,491,82,49,49
N,492,22,13,15
N,493,25,7,21
N,494,49,37,29
N,495,67,46,41
N,496,46,37,33
N,497,91,4,11
N,498,76,49,35
N,499,88,19,15
N,500,22,37,27
N,501,94,37,27
N,502,7,31,43
N,503,43,7,35
N,504,67,10,1
N,505,55,43,15
N,506,97,28,7
N,507,10,25,15
N,508,4,25,21
N,509,58,46,41
N,510,34,4,49
N,511,13,16,3
N,512,22,40,5
N,513,37,40,41
N,514,43,40,17
N,515,7,43,13
N,516,10,28,43
N,517,58,10,49
N,518,52,37,47
N,519,28,46,11
N,520,13,22,39
N,521,73,4,15
N,522,7,10,21
N,523,64,37,45
N,524,28,37,39
N,525,97,7,21
N,526,4,43,17
N,527,73,46,9
N,528,94,22,27
N,529,82,13,47
N,530,67,37,41
N,531,10,43,27
N,532,79,31,13
N,533,10,31,9
N,534,67,19,11
N,535,37,4,27
N,536,7,37,19
N,537,10,31,33
N,538,19,46,35
N,539,13,19,47
N,540,94,46,11
N,541,40,16,25
N,542,4,19,45
N,543,25,31,23
N,544,49,43,19
N,545,16,4,3
N,546,10,10,37
N,547,55,4,33
N,548,58,34,21
N,549,34,49,11
N,550,88,16,43
N,551,79,28,11
N,552,91,28,43
N,553,49,10,33
N,554,25,19,17
N,555,16,37,27
N,556,52,46,39
N,557,70,4,27
N,558,31,31,29
N,559,40,43,3
N,560,22,34,47
N,561,37,28,17
N,562,91,25,3
N,563,82,46,17
N,564,49,25,23
N,565,82,10,23
N,566,82,43,19
N,567,43,40,9
N,568,79,10,17
N,569,19,25,15
N,570,73,40,7
N,571,37,43,27
N,572,61,7,5
N,573,28,13,17
N,574,91,31,3
N,575,82,25,47
N,576,43,13,9
N,577,91,34,33
N,578,43,34,23
N,579,22,25,25
N,580,52,25,13
N,581,52,46,45
N,582,55,31,1
N,583,40,37,49
N,584,88,28,35
N,585,49,31,17
N,586,70,22,21
N,587,94,31,41
N,588,4,34,41
N,589,70,22,17
N,590,91,40,17
N,591,79,25,11
N,592,25,7,43
N,593,94,7,13
N,594,79,10,35
N,595,37,4,19
N,596,13,10,39
N,597,97,7,45
N,598,85,4,25
N,599,94,4,27
N,600,55,13,7
N,601,88,4,19
N,602,70,31,47
N,603,67,19,23
N,604,82,34,49
N,605,22,37,3
N,606,55,49,35
N,607,22,22,41
N,608,61,19,43
N,609,94,7,3
N,610,82,49,7
N,611,7,19,49
N,612,76,31,41
N,613,7,37,49
N,614,46,25,41
N,615,88,25,27
N,616,28,46,19
N,617,61,4,37
N,618,52,16,47
N,619,73,43,17
N,620,19,34,13
N,621,49,10,17
N,622,73,31,43
N,623,85,37,9
N,624,82,49,39
N,625,10,37,25
N,626,37,49,41
N,627,97,46,15
N,628,64,7,9
N,629,46,25,49
N,630,97,37,39
N,631,13,37,7
N,632,4,22,49
N,633,61,19,45
N,634,16,22,15
N,635,43,13,31
N,636,4,22,39
N,637,76,7,43
N,638,64,4,39
N,639,40,49,9
N,640,91,43,25
N,641,13,16,13
N,642,58,34,13
N,643,67,19,17
N,644,82,49,13
N,645,16,46,41
N,646,61,31,49
N,647,43,49,3
N,648,76,7,1
N,649,52,16,37
N,650,13,13,5
N,651,40,22,41
N,652,19,31,1
N,653,25,31,27
N,654,94,43,39
N,655,91,10,45
N,656,64,37,21
N,657,61,43,41
N,658,64,10,19
N,659,79,49,47
N,660,82,25,7
N,661,13,31,23
N,662,85,22,25
N,663,46,43,49
N,664,76,40,3
N,665,4,16,7
N,666,19,13,41
N,667,61,43,25
N,668,40,16,15
N,669,19,31,37
N,670,52,13,17
N,671,82,43,25
N,672,4,10,25
N,673,61,28,5
N,674,91,10,17
N,675,88,19,41
N,676,70,49,5
N,677,10,40,47
N,678,49,31,45
N,679,91,28,1
N,680,94,28,5
N,681,25,37,17
N,682,46,4,35
N,683,49,7,11
N,684,76,49,31
N,685,31,40,15
N,686,7,43,21
N,687,16,49,27
N,688,55,22,37
N,689,28,43,45
N,690,28,16,15
N,691,25,49,45
N,692,61,16,3
N,693,4,7,47
N,694,88,37,13
N,695,97,4,29
N,696,73,37,29
N,697,58,19,49
N,698,4,37,27
N,699,91,28,31
N,700,79,37,33
N,701,79,37,27
N,702,94,37,17
N,703,40,13,35
N,704,46,13,5
N,705,22,49,41
N,706,16,16,37
N,707,79,7,45
N,708,82,19,11
N,709,37,43,33
N,710,37,40,37
N,711,79,13,9
N,712,79,49,31
N,713,97,40,31
N,714,31,49,25
N,715,19,10,27
N,716,46,7,13
N,717,40,49,47
N,718,97,34,23
N,719,43,19,19
N,720,25,28,11
N,721,85,37,13
N,722,82,37,19
N,723,94,7,47
N,724,73,40,7
N,725,16,7,43
N,726,46,4,9
N,727,91,31,9
N,728,94,46,41
N,729,97,46,21
N,730,19,49,43
N,731,73,49,15
N,732,22,16,5
N,733,61,4,1
N,734,31,40,19
N,735,85,25,31
N,736,55,43,39
N,737,91,25,17
N,738,61,49,39
N,739,13,4,37
N,740,10,7,27
N,741,97,46,45
N,742,58,34,29
N,743,94,49,15
N,744,13,7,7
N,745,34,10,47
N,746,52,37,41
N,747,52,10,33
N,748,34,28,49
N,749,91,22,15
N,750,13,7,49
N,751,88,37,21
N,752,73,10,7
N,753,94,40,21
N,754,70,19,41
N,755,43,25,41
N,756,85,31,21
N,757,49,49,39
N,758,10,28,49
N,759,49,40,7
N,760,67,25,23
N,761,58,31,49
N,762,31,22,23
N,763,70,4,45
N,764,82,28,31
N,765,52,28,49
N,766,85,7,17
N,767,88,34,15
N,768,94,40,23
N,769,61,19,41
N,770,10,13,31
N,771,52,10,31
N,772,34,13,19
N,773,43,19,45
N,774,73,28,3
N,775,70,19,21
N,776,76,37,15
N,777,64,46,21
N,778,91,13,31
N,779,88,7,13
N,780,7,37,27
N,781,70,40,33
N,782,67,10,43
N,783,22,19,1
N,784,79,34,37
N,785,28,19,3
N,786,16,16,29
N,787,91,37,1
N,788,52,28,21
N,789,37,28,5
N,790,88,16,13
N,791,70,7,23
N,792,85,22,3
N,793,67,7,49
N,794,61,7,21
N,795,49,13,29
N,796,22,49,35
N,797,31,37,23
N,798,88,25,43
N,799,67,7,3
N,800,46,34,25
N,801,79,37,27
N,802,55,28,25
N,803,79,49,5
N,804,58,46,19
N,805,85,46,11
N,806,76,7,1
N,807,64,37,1
N,808,79,28,5
N,809,91,46,5
N,810,25,4,17
N,811,64,49,15
N,812,46,31,5
N,813,64,40,43
N,814,43,7,45
N,815,76,43,21
N,816,10,49,5
N,817,28,43,11
N,818,73,40,49
N,819,16,4,13
N,820,16,37,31
N,821,7,49,41
N,822,4,4,5
N,823,52,40,39
N,824,40,4,45
N,825,97,34,41
N,826,13,28,23
N,827,25,19,37
N,828,22,34,43
N,829,43,16,9
N,830,82,43,41
N,831,4,13,27
N,832,19,43,23
N,833,43,37,19
N,834,40,34,21
N,835,49,13,5
N,836,40,40,5
N,837,70,43,19
N,838,64,40,1
N,839,28,4,7
N,840,13,10,29
N,841,22,19,35
N,842,28,7,45
N,843,52,34,35
N,844,28,34,31
N,845,37,49,1
N,846,40,22,5
N,847,91,13,21
N,848,34,25,17
N,849,61,13,41
N,850,64,4,1
N,851,55,16,39
N,852,28,13,25
N,853,73,43,11
N,854,49,49,27
N,855,88,49,9
N,856,46,4,21
N,857,91,13,1
N,858,40,43,23
N,859,7,40,21
N,860,22,43,23
N,861,16,49,29
N,862,88,10,3
N,863,97,40,35
N,864,94,34,17
N,865,40,16,11
N,866,58,31,15
N,867,64,40,35
N,868,61,19,25
N,869,31,40,41
N,870,46,4,9
N,871,34,22,37
N,872,40,46,1
N,873,31,31,23
N,874,82,7,9
N,875,76,49,17
N,876,43,40,7
N,877,61,28,13
N,878,31,19,45
N,879,40,37,13
N,880,67,40,19
N,881,94,34,11
N,882,67,46,31
N,883,25,40,5
N,884,70,4,7
N,885,7,37,39
N,886,64,28,15
N,887,85,40,25
N,888,43,31,17
N,889,7,49,47
N,890,88,4,5
N,891,10,40,35
N,892,61,4,5
N,893,76,13,45
N,894,94,10,43
N,895,76,25,5
N,896,61,43,11
N,897,94,46,7
N,898,16,13,37
N,899,13,7,43
N,900,22,31,17
N,901,28,34,37
N,902,34,43,33
N,903,16,10,11
N,904,28,43,25
N,905,73,34,39
N,906,76,10,17
N,907,70,49,31
N,908,79,4,3
N,909,7,40,23
N,910,34,37,19
N,911,4,46,9
N,912,88,49,25
N,913,4,22,13
N,914,16,46,37
N,915,67,10,41
N,916,37,4,21
N,917,25,31,13
N,918,4,7,13
N,919,7,43,33
N,920,79,22,25
N,921,22,43,37
N,922,55,43,21
N,923,40,46,41
N,924,82,46,47
N,925,97,37,23
N,926,91,40,7
N,927,58,19,13
N,928,13,7,13
N,929,4,46,25
N,930,7,31,37
N,931,10,49,17
N,932,58,7,23
N,933,49,46,3
N,934,37,7,13
N,935,13,25,17
N,936,82,10,3
N,937,7,19,17
N,938,31,31,17
N,939,58,10,49
N,940,61,22,47
N,941,10,49,23
N,942,10,19,5
N,943,40,43,45
N,944,37,4,15
N,945,13,49,23
N,946,73,43,45
N,947,16,43,1
N,948,73,43,3
N,949,46,7,29
N,950,55,43,1
N,951,16,22,37
N,952,31,46,27
N,953,37,16,43
N,954,76,34,47
N,955,58,22,43
N,956,28,34,21
N,957,40,31,21
N,958,31,28,27
N,959,58,40,41
N,960,70,31,31
N,961,46,10,45
N,962,64,13,43
N,963,46,7,5
N,964,70,7,33
N,965,25,28,45
N,966,7,43,29
N,967,13,34,41
N,968,7,37,1
N,969,58,7,1
N,970,97,10,17
N,971,25,31,23
N,972,67,37,47
N,973,25,34,45
N,974,79,34,33
N,975,19,13,19
N,976,22,19,47
N,977,61,4,47
N,978,13,10,23
N,979,55,4,25
N,980,64,7,35
N,981,55,34,49
N,982,10,22,27
N,983,4,19,13
N,984,88,25,41
N,985,55,22,9
N,986,91,28,45
N,987,97,16,29
N,988,16,34,1
N,989,7,13,43
N,990,25,34,29
N,991,16,10,9
N,992,4,7,29
N,993,4,25,45
N,994,25,10,29
N,995,58,40,29
N,996,4,10,23
N,997,16,22,25
N,998,10,49,37
N,999,19,49,25
N,1000,46,34,33
N,1001,28,4,25
N,1002,43,16,19
N,1003,43,31,11
N,1004,76,19,47
N,1005,40,43,43
N,1006,49,40,25
N,1007,97,40,1
N,1008,22,37,17
N,1009,46,34,3
N,1010,34,13,37
N,1011,97,46,21
N,1012,10,10,31
N,1013,58,49,39
N,1014,7,28,33
N,1015,25,28,11
N,1016,67,37,9
N,1017,4,46,49
N,1018,61,13,27
N,1019,55,13,31
N,1020,25,10,37
N,1021,28,10,25
N,1022,64,16,19
N,1023,46,4,29
N,1024,91,34,33
N,1025,76,19,43
N,1026,28,7,45
N,1027,94,25,9
N,1028,55,25,45
N,1029,46,13,5
N,1030,73,10,41
N,1031,79,40,41
N,1032,7,10,15
N,1033,97,22,43
N,1034,31,25,19
N,1035,46,25,19
N,1036,22,7,39
N,1037,73,22,11
N,1038,91,25,25
N,1039,10,49,29
N,1040,13,43,49
N,1041,73,49,49
N,1042,49,43,25
N,1043,76,40,45
N,1044,94,25,47
N,1045,40,22,7
N,1046,76,16,49
N,1047,91,7,7
N,1048,34,10,43
N,1049,58,7,37
N,1050,61,40,23
N,1051,79,40,19
N,1052,25,16,21
N,1053,19,4,11
N,1054,67,22,19
N,1055,37,13,29
N,1056,64,25,49
N,1057,85,40,15
N,1058,49,7,25
N,1059,16,49,47
N,1060,40,7,7
N,1061,19,46,41
N,1062,13,40,41
N,1063,64,34,45
N,1064,85,19,17
N,1065,40,16,21
N,1066,25,7,23
N,1067,73,10,7
N,1068,64,34,33
N,1069,61,28,31
N,1070,85,28,25
N,1071,16,49,35
N,1072,37,31,13
N,1073,13,40,1
N,1074,97,13,47
N,1075,97,40,25
N,1076,61,19,7
N,1077,19,10,7
N,1078,22,10,29
N,1079,22,25,25
N,1080,7,40,23
N,1081,61,46,49
N,1082,43,40,29
N,1083,46,34,45
N,1084,40,34,45
N,1085,46,43,47
N,1086,28,4,9
N,1087,58,10,15
N,1088,43,40,45
N,1089,76,13,37
N,1090,64,28,9
N,1091,79,31,35
N,1092,88,16,41
N,1093,52,37,39
N,1094,88,16,23
N,1095,49,13,21
N,1096,31,16,33
N,1097,31,37,13
N,1098,67,40,31
N,1099,31,31,41
N,1100,70,34,9
N,1101,64,22,19
N,1102,52,43,31
N,1103,4,25,7
N,1104,52,22,27
N,1105,73,28,1
N,1106,34,22,41
N,1107,40,46,37
N,1108,49,31,17
N,1109,19,37,11
N,1110,70,4,43
N,1111,43,34,25
N,1112,25,49,3
N,1113,76,40,41
N,1114,82,10,31
N,1115,46,19,3
N,1116,91,34,25
N,1117,31,25,9
N,1118,52,16,45
N,1119,28,19,17
N,1120,85,19,11
N,1121,91,4,13
N,1122,31,40,23
N,1123,97,43,29
N,1124,85,31,41
N,1125,85,43,13
N,1126,25,10,41
N,1127,97,40,9
N,1128,79,4,15
N,1129,22,10,29
N,1130,28,13,29
N,1131,4,25,49
N,1132,64,28,33
N,1133,4,22,7
N,1134,97,49,17
N,1135,22,10,29
N,1136,19,25,15
N,1137,55,16,13
N,1138,94,7,13
N,1139,88,25,13
N,1140,58,49,17
N,1141,64,19,47
N,1142,73,16,33
N,1143,55,40,47
N,1144,28,4,37
N,1145,28,13,5
N,1146,40,19,45
N,1147,73,19,41
N,1148,25,4,25
N,1149,40,4,37
N,1150,64,19,5
N,1151,22,49,11
N,1152,22,40,13
N,1153,7,4,37
N,1154,64,19,43
N,1155,4,22,21
N,1156,94,7,23
N,1157,97,34,31
N,1158,94,40,23
N,1159,28,34,23
N,1160,70,7,33
N,1161,31,31,31
N,1162,37,34,17
N,1163,64,13,11
N,1164,64,37,47
N,1165,73,16,17
N,1166,58,37,1
N,1167,37,4,19
N,1168,31,28,13
N,1169,22,19,21
N,1170,79,43,49
N,1171,94,22,3
N,1172,94,40,5
N,1173,7,34,33
N,1174,94,31,35
N,1175,10,40,15
N,1176,76,7,1
N,1177,58,40,27
N,1178,28,28,35
N,1179,82,37,19
N,1180,43,16,11
N,1181,43,4,7
N,1182,85,46,13
N,1183,49,43,19
N,1184,46,49,7
N,1185,97,34,25
N,1186,31,22,21
N,1187,58,7,21
N,1188,19,10,23
N,1189,22,37,23
N,1190,49,13,35
N,1191,73,28,9
N,1192,82,13,29
N,1193,82,25,15
N,1194,52,49,17
N,1195,16,49,25
N,1196,28,49,47
N,1197,73,28,47
N,1198,43,7,47
N,1199,67,40,5
N,1200,13,25,39
N,1201,61,25,23
N,1202,55,4,17
N,1203,43,13,21
N,1204,31,10,23
N,1205,64,4,29
N,1206,85,40,37
N,1207,73,49,29
N,1208,73,37,31
N,1209,4,49,25
N,1210,91,49,15
N,1211,88,22,35
N,1212,94,34,47
N,1213,55,37,29
N,1214,79,34,29
N,1215,91,22,17
N,1216,16,4,35
N,1217,31,49,35
N,1218,13,7,41
N,1219,91,43,25
N,1220,73,10,35
N,1221,88,7,1
N,1222,4,25,15
N,1223,67,4,45
N,1224,91,34,41
N,1225,76,7,33
N,1226,55,37,41
N,1227,4,31,5
N,1228,67,16,13
N,1229,70,28,45
N,1230,4,4,47
N,1231,34,25,1
N,1232,19,43,41
N,1233,43,40,11
N,1234,34,43,3
N,1235,34,28,35
N,1236,82,7,9
N,1237,52,49,7
N,1238,16,4,37
N,1239,28,7,35
N,1240,91,25,19
N,1241,13,13,43
N,1242,16,49,13
N,1243,43,7,19
N,1244,46,34,33
N,1245,73,13,49
N,1246,13,4,23
N,1247,82,34,19
N,1248,64,10,49
N,1249,94,16,13
N,1250,76,7,37
N,1251,97,28,39
N,1252,73,25,15
N,1253,97,7,11
N,1254,28,4,41
N,1255,91,19,29
N,1256,31,37,27
N,1257,94,40,35
N,1258,34,22,9
N,1259,25,7,43
N,1260,82,34,31
N,1261,13,34,27
N,1262,31,49,17
N,1263,73,16,7
N,1264,46,28,3
N,1265,28,40,27
N,1266,76,49,21
N,1267,19,7,37
N,1268,58,19,45
N,1269,46,13,5
N,1270,82,40,19
N,1271,73,13,43
N,1272,13,37,43
N,1273,85,31,41
N,1274,94,25,1
N,1275,37,13,17
N,1276,73,10,5
N,1277,7,13,45
N,1278,85,37,15
N,1279,49,34,9
N,1280,55,4,5
N,1281,43,13,49
N,1282,85,43,41
N,1283,61,28,49
N,1284,10,16,27
N,1285,10,28,45
N,1286,67,10,11
N,1287,31,13,25
N,1288,25,31,25
N,1289,52,16,29
N,1290,43,19,27
N,1291,19,37,9
N,1292,25,40,37
N,1293,22,16,17
N,1294,10,43,19
N,1295,37,31,43
N,1296,40,16,29
N,1297,40,40,15
N,1298,13,34,13
N,1299,82,37,25
N,1300,4,10,21
N,1301,64,10,37
N,1302,4,37,23
N,1303,85,34,15
N,1304,61,13,47
N,1305,88,31,25
N,1306,55,31,19
N,1307,4,37,41
N,1308,43,40,17
N,1309,40,49,9
N,1310,10,16,19
N,1311,61,10,1
N,1312,46,46,45
N,1313,76,40,3
N,1314,13,31,11
N,1315,40,25,13
N,1316,97,4,41
N,1317,43,28,13
N,1318,28,19,39
N,1319,82,16,49
N,1320,31,46,37
N,1321,82,31,19
N,1322,52,31,23
N,1323,25,37,35
N,1324,73,34,41
N,1325,40,34,25
N,1326,43,40,3
N,1327,4,46,1
N,1328,43,31,9
N,1329,79,19,5
N,1330,31,43,5
N,1331,25,43,11
N,1332,43,25,35
N,1333,16,25,13
N,1334,88,43,39
N,1335,22,46,11
N,1336,67,7,27
N,1337,67,16,11
N,1338,7,25,11
N,1339,13,43,23
N,1340,10,16,9
N,1341,97,4,19
N,1342,49,16,21
N,1343,13,4,21
N,1344,28,19,1
N,1345,37,10,1
N,1346,61,43,23
N,1347,58,16,25
N,1348,4,25,1
N,1349,49,49,13
N,1350,97,25,25
N,1351,22,16,49
N,1352,64,16,41
N,1353,34,19,1
N,1354,79,4,11
N,1355,79,16,5
N,1356,73,37,5
N,1357,19,13,37
N,1358,40,34,49
N,1359,43,7,27
N,1360,82,4,11
N,1361,13,40,31
N,1362,37,43,25
